,rank,company,industry,headquarters city,country,revenues ($m),revenue percent change,profits ($m),profits percent change,assets ($m),profitable,sector,employees,ceo,website,market value ($m),ceo_woman,fastest_growing_company,change_the_world,world_most_admired_company,global_500,previous revenue ($m),previous profit ($m)
207,208,yinson-holdings,Năng lượng,Kuala Lumpur,Malaysia,1436.4,65.4,133.8,38.6,4518.0,True,Công nghiệp,1488.0,Lim Chem Yuan,https://www.yinson.com,1555.0,False,False,False,False,False,868.4401451027812,96.53679653679653
208,209,electricity-generating,Tiện ích: Khí đốt và Điện,Nonthaburi,Thái Lan,1427.0,-16.4,-241.1,-414.0,7081.0,False,Năng lượng,1267.0,Jiraporn Sirikum,https://www.egat.co.th,1593.0,True,False,False,False,False,1706.9377990430621,76.78343949044587
209,210,petronas-gas,Tiện ích: Khí đốt và Điện,Kuala Lumpur,Malaysia,1414.6,0.8,399.4,6.6,4209.0,True,Năng lượng,1821.0,Abdul Aziz Othman,https://www.petronas.com/pgb,7470.0,False,False,False,False,False,1403.3730158730157,374.671669793621
210,211,ql-resources,Sản xuất thực phẩm,Shah Alam,Malaysia,1404.5,11.9,78.0,49.8,1198.0,True,"Thực phẩm, Đồ uống & Thuốc lá",8956.0,Chia Song Kooi,https://www.ql.com.my,3277.0,False,False,False,False,False,1255.1385165326185,52.069425901201605
211,212,fks-multi-agro,Sản xuất thực phẩm,Jakarta,Indonesia,1401.0,-10.5,24.2,-25.0,491.0,True,Bán buôn,955.0,Agung Cahyadi Kusumo,https://www.fksmultiagro.com,164.0,False,False,False,False,False,1565.36312849162,32.266666666666666
212,213,jasa-marga,Vận tải và Hậu cần,Jakarta,Indonesia,1400.3,25.2,446.2,140.9,8400.0,True,Vận tải,7949.0,Subakti Syukur,https://www.jasamarga.com,2416.0,False,False,False,False,False,1118.4504792332268,185.22208385222086
213,214,phu-nhuan-jewelry,Nhà bán lẻ Chuyên ngành: Khác,Thành phố Hồ Chí Minh,Việt Nam,1391.2,-4.0,82.8,6.8,595.0,True,Bán buôn,7672.0,Le Tri Thong,https://www.pnj.com.vn/,1255.0,False,False,False,False,False,1449.1666666666667,77.52808988764045
214,215,airports-of-thailand,Hàng không,Bangkok,Thái Lan,1377.1,184.6,251.5,177.6,5350.0,True,Vận tải,8610.0,Serirat Prasutanond,https://www.airportthai.co.th,25142.0,False,False,False,False,False,483.87210119465914,90.59798270893373
215,216,changi-airport-group,Hàng không,Singapore,Singapore,1370.7,95.7,23.8,103.8,10015.0,True,Vận tải,1975.0,Lee Seow Hiang,https://www.changiairport.com,3692.0,False,False,False,False,False,700.408788962698,11.678115799803727
216,217,singapore-post,"Chuyển phát Thư, Hàng hóa và Vận tải",Singapore,Singapore,1363.2,10.4,18.0,-70.8,2135.0,True,Vận tải,4900.0,Vincent Phang Heng Wee,https://www.singpost.com,742.0,False,False,False,False,False,1234.782608695652,61.643835616438345
217,218,hutchison-port-holdings-trust,Vận chuyển,Singapore,Singapore,1358.5,-12.6,29.8,-78.8,10783.0,True,Vận tải,3291.0,N/A,N/A,2863.0,False,False,False,False,False,1554.3478260869565,140.56603773584902
218,219,sunway,Bất động sản,Subang Jaya,Malaysia,1346.7,13.8,161.9,6.3,6227.0,True,Dịch vụ kinh doanh,11828.0,Chew Chee Kin,https://www.sunway.com.my,4148.0,False,False,False,False,False,1183.3919156414763,152.30479774223895
219,220,central-pattana,Bất động sản,Bangkok,Thái Lan,1345.4,26.5,433.1,40.6,8148.0,True,Dịch vụ kinh doanh,5736.0,Wallaya Chirathivat,https://www.centralpattana.co.th/en,7687.0,True,False,False,False,False,1063.5573122529645,308.0369843527738
220,221,fpt-digital-retail,Nhà bán lẻ Chuyên ngành: Khác,Thành phố Hồ Chí Minh,Việt Nam,1337.1,3.6,-14.5,-186.9,540.0,False,Bán lẻ,17799.0,Hoang Trung Kien,https://frt.vn,866.0,False,False,False,False,False,1290.6370656370655,16.68584579976985
221,222,hap-seng,Tài chính Đa ngành,Kuala Lumpur,Malaysia,1335.7,-17.5,175.7,-18.9,4063.0,True,Công nghiệp,10042.0,Edward Lee Ming Foo,https://www.hapseng.com.my,2313.0,False,False,False,False,False,1619.0303030303032,216.64611590628851
222,223,hoa-sen-group,Kim loại,Dĩ An,Việt Nam,1329.7,-38.4,1.3,-88.5,715.0,True,Vật liệu,7402.0,Vu Van Thanh,https://www.hoasengroup.vn,472.0,False,False,False,False,False,2158.603896103896,11.304347826086957
223,224,merdeka-battery-materials,Kim loại,Jakarta,Indonesia,1328.3,191.5,6.9,-68.0,3263.0,True,Vật liệu,3284.0,Devin Antonio Ridwan,https://www.merdekabattery.com,3662.0,False,False,False,False,False,455.67753001715266,21.562500000000004
224,225,adhi-karya,Kỹ thuật & Xây dựng,Jakarta,Indonesia,1318.5,44.3,14.1,156.6,2630.0,True,Kỹ thuật & Xây dựng,2595.0,Entus Asnawi Mukhson,https://adhi.co.id,134.0,False,False,False,False,False,913.7214137214137,5.494933749025721
225,226,bangkok-life-assurance,"Bảo hiểm: Nhân thọ, Sức khỏe (cổ phần)",Bangkok,Thái Lan,1306.4,-5.3,73.3,-20.3,9489.0,True,Chăm sóc sức khỏe,1150.0,Chone Sophonpanich,https://www.bangkoklife.com,829.0,False,False,False,False,False,1379.5142555438229,91.96988707653702
226,227,sats,Dịch vụ Gia công Đa ngành,Singapore,Singapore,1280.2,46.7,-19.3,-227.7,3516.0,False,Dịch vụ kinh doanh,15691.0,Kerry Mok Tee Heong,https://www.sats.com.sg,2754.0,False,False,False,False,False,872.66530334015,15.11354737666406
227,228,saigon-beer-alcohol-beverage-(sabeco),Đồ uống,Thành phố Hồ Chí Minh,Việt Nam,1278.8,-14.5,172.9,-22.6,1404.0,True,"Thực phẩm, Đồ uống & Thuốc lá",8139.0,N/A,N/A,1046.0,False,False,False,False,False,1495.672514619883,223.38501291989664
228,229,vietnam-steel,Kim loại,Hà Nội,Việt Nam,1272.3,-22.7,-10.8,67.2,962.0,False,Vật liệu,11481.0,Nghiem Xuan Da,https://www.vnsteel.vn,150.0,False,False,False,False,False,1645.9249676584734,-6.45933014354067
229,230,avarga,Sản phẩm từ Rừng và Giấy,Singapore,Singapore,1266.1,-26.3,8.1,-78.0,537.0,True,Vật liệu,575.0,Ian Tong,https://www.avarga.com.sg,130.0,False,False,False,False,False,1717.9104477611938,36.81818181818182
230,231,gelex-group,"Điện tử, Thiết bị Điện.",Hà Nội,Việt Nam,1259.4,-8.2,13.9,-12.1,2270.0,True,Công nghiệp,9468.0,Nguyen Van Tuan,https://www.gelex.vn,686.0,False,False,False,False,False,1371.8954248366013,15.813424345847555
231,232,ppb-group,Tài chính Đa ngành,Kuala Lumpur,Malaysia,1255.5,-10.4,306.0,-38.8,6407.0,True,"Thực phẩm, Đồ uống & Thuốc lá",6000.0,Lim Soon Huat,https://www.ppbgroup.com,4696.0,False,False,False,False,False,1401.2276785714284,499.99999999999994
232,233,asia-aviation,Hàng không,Bangkok,Thái Lan,1235.0,135.9,13.4,105.8,1974.0,True,Vận tải,4962.0,Santisuk Klongchaiya,https://www.aavplc.com,825.0,False,False,False,False,False,523.5269181856719,6.511175898931001
233,234,vale-indonesia,Kim loại,Jakarta,Indonesia,1232.3,4.5,274.3,36.9,2926.0,True,Vật liệu,3023.0,Febriany Eddy,https://vale.com/home,2604.0,True,False,False,False,False,1179.2344497607655,200.36523009495983
234,235,tpi-polene,"Vật liệu Xây dựng, Kính",Bangkok,Thái Lan,1230.9,-10.6,92.5,-53.9,4757.0,True,Vật liệu,9191.0,Prachai Leophairatana,https://www.tpipolene.co.th,700.0,False,False,False,False,False,1376.8456375838928,200.65075921908894
235,236,siam-city-cement,"Vật liệu Xây dựng, Kính",Bangkok,Thái Lan,1230.6,-14.5,77.1,45.2,2029.0,True,Vật liệu,4307.0,Ranjan Sachdeva,https://www.siamcitycement.com,1117.0,False,False,False,False,False,1439.298245614035,53.099173553719005
236,237,ptpp,Kỹ thuật & Xây dựng,Jakarta,Indonesia,1212.8,-5.0,31.6,72.6,3672.0,True,Kỹ thuật & Xây dựng,1780.0,Novel Arsuad,https://www.ptpp.co.id/en,160.0,False,False,False,False,False,1276.6315789473683,18.308227114716107
237,238,century-pacific-food,Sản xuất thực phẩm,Thành phố Pasig,Philippines,1207.5,5.4,100.4,9.1,931.0,True,"Thực phẩm, Đồ uống & Thuốc lá",2725.0,Teodoro Alexander T. Po,https://centurypacific.com.ph,2331.0,False,False,False,False,False,1145.6356736242883,92.02566452795601
238,239,brc-asia,Kim loại,Singapore,Singapore,1203.4,-2.9,56.0,-14.9,697.0,True,Công nghiệp,753.0,Seah Kiin Peng,https://www.brc.com.sg,418.0,False,False,False,False,False,1239.3408856848612,65.80493537015276
239,240,ci-holdings,Đồ uống,Kuala Lumpur,Malaysia,1191.3,24.5,22.4,42.3,261.0,True,"Thực phẩm, Đồ uống & Thuốc lá",644.0,Mohammad Bin Alwi,https://www.cih.com.my,96.0,False,False,False,False,False,956.8674698795179,15.741391426563597
240,241,petrovietnam-power,Tiện ích: Khí đốt và Điện,Hà Nội,Việt Nam,1189.3,-1.5,43.6,-50.6,2900.0,True,Kỹ thuật & Xây dựng,2065.0,Le Nhu Linh,https://www.pvps.vn,6.0,False,False,False,False,False,1207.4111675126903,88.2591093117409
241,242,guan-chong,Sản phẩm Tiêu dùng Thực phẩm,Pasir Gudang,Malaysia,1167.8,16.0,22.2,-34.0,1199.0,True,"Thực phẩm, Đồ uống & Thuốc lá",1444.0,Brandon Tay Hoe Lian,https://www.gcbcocoa.com,675.0,False,False,False,False,False,1006.7241379310345,33.63636363636364
242,243,capitaland-integrated-commercial-trust,Bất động sản,Singapore,Singapore,1161.8,11.0,533.1,4.6,18759.0,True,Dịch vụ kinh doanh,495.0,N/A,N/A,1824.0,False,False,False,False,False,1046.6666666666665,509.65583173996174
243,244,basic-energy,Năng lượng,Thành phố Mandaluyong,Philippines,1152.6,-16.1,0.8,-55.7,537.9,True,Năng lượng,20.0,Oscar L. de Venecia Jr.,https://www.basicenergy.ph,,False,False,False,False,False,1373.7783075089392,1.8058690744920995
244,245,baramulti-suksessarana,"Khai thác, Sản xuất Dầu thô",Jakarta,Indonesia,1134.3,10.2,162.3,-32.4,408.5,True,Vật liệu,621.0,Widada,https://www.bssr.co.id,610.0,False,False,False,False,False,1029.310344827586,240.08875739644975
245,246,guocoland,Bất động sản,Singapore,Singapore,1132.3,59.4,151.8,-47.4,8881.0,True,Dịch vụ kinh doanh,510.0,Cheng Hsing Yao,https://www.guocoland.com.sg,1221.0,False,False,False,False,False,710.3513174404015,288.5931558935361
246,247,sarawak-oil-palms,Sản xuất thực phẩm,Miri,Malaysia,1124.5,-7.0,66.0,-39.6,1136.0,True,"Thực phẩm, Đồ uống & Thuốc lá",7734.0,Wong Hee Kwong,https://www.sop.com.my,570.0,False,False,False,False,False,1209.1397849462367,109.27152317880795
247,248,bank-pan-indonesia,Ngân hàng Thương mại,Jakarta,Indonesia,1123.9,5.4,166.3,-18.9,14421.0,True,Tài chính,10847.0,Herwidayatmo,https://www.panin.co.id,1655.0,False,False,False,False,False,1066.3187855787476,205.05548705302095
248,249,sansiri,Bất động sản,Bangkok,Thái Lan,1123.8,12.2,174.3,42.3,4288.0,True,Dịch vụ kinh doanh,2044.0,Uthai Uthaisangsuk,https://www.sansiri.com,789.0,False,False,False,False,False,1001.6042780748663,122.487702037948
249,250,gajah-tunggal,Xe cộ & Phụ tùng,Jakarta,Indonesia,1114.7,-3.7,77.6,734.3,1233.0,True,Xe cộ & Phụ tùng,16990.0,Sugeng Rahardjo,https://www.gt-tires.com,250.0,False,False,False,False,False,1157.5285565939773,9.301210595708977
250,251,lippo-karawaci,Bất động sản,Tangerang,Indonesia,1106.6,11.8,3.3,101.8,3220.0,True,Dịch vụ kinh doanh,17130.0,John Riady,https://www.lippokarawaci.co.id,284.0,False,False,False,False,False,989.803220035778,1.6352824578790883
251,252,capitaland-ascendas-reit,Bất động sản,Singapore,Singapore,1102.1,12.3,487.4,1.1,13856.0,True,Dịch vụ kinh doanh,51.0,William Tay Wee Leong,https://www.capitaland-ascendasreit.com,8376.0,False,False,False,False,False,981.3891362422083,482.09693372898124
252,253,mobifone,Viễn thông,Hà Nội,Việt Nam,1101.2,-12.7,82.1,-1.3,1351.0,True,Viễn thông,11391.0,Manh Cuong To,https://www.mobifone.com.vn,7.0,False,False,False,False,False,1261.397479954181,83.18135764944275
253,254,saha-pathanapibul,Nhà bán lẻ Chuyên ngành: Khác,Bangkok,Thái Lan,1099.8,8.4,64.3,38.0,1101.0,True,Sản phẩm gia dụng,1540.0,Boonchai Chokwatana,https://www.sahapat.co.th,558.0,False,False,False,False,False,1014.5756457564574,46.594202898550726
254,255,ap-thailand,Nhà xây dựng,Bangkok,Thái Lan,1094.0,-0.8,174.1,3.5,2444.0,True,Dịch vụ kinh doanh,3171.0,Anuphong Assavabhokhin,https://www.apthai.com,916.0,False,False,False,False,False,1102.8225806451612,168.21256038647343
255,256,ch-karnchang,Kỹ thuật & Xây dựng,Bangkok,Thái Lan,1091.4,94.0,43.2,36.5,2816.0,True,Kỹ thuật & Xây dựng,1434.0,Plew Trivisvavet,https://www.ch-karnchang.co.th,1037.0,False,False,False,False,False,562.577319587629,31.64835164835165
256,257,catur-sentosa-adiprana,Nhà bán buôn: Đa ngành,Jakarta,Indonesia,1080.8,3.7,12.0,-25.7,735.0,True,Bán lẻ,9268.0,Budyanto Totong,https://www.csahome.com,184.0,False,False,False,False,False,1042.2372227579556,16.150740242261104
257,258,malaysia-airports-holdings,Hàng không,Sepang,Malaysia,1078.5,51.4,119.2,179.6,4456.0,True,Vận tải,631.0,Mohamed Rastam Shahrom,https://www.malaysiaairports.com.my,3499.0,False,False,False,False,False,712.3513870541611,42.632331902718164
258,259,pabrik-kertas-tjiwi-kimia,Sản phẩm từ Rừng và Giấy,Jakarta,Indonesia,1073.8,-6.1,172.0,-62.9,3610.0,True,Vật liệu,5300.0,Suhendra Wiriadinata,https://tjiwikimia.co.id,1502.0,False,False,False,False,False,1143.5569755058573,463.61185983827494
259,260,kiatnakin-phatra-bank,Ngân hàng Thương mại,Bangkok,Thái Lan,1069.3,16.3,156.5,-28.1,15876.0,True,Tài chính,3907.0,Aphinant Klewpatinond,https://bank.kkpfg.com,1188.0,False,False,False,False,False,919.432502149613,217.663421418637
260,261,bank-bjb,Ngân hàng Thương mại,Bandung,Indonesia,1062.8,3.2,116.8,-24.8,12231.0,True,Tài chính,7300.0,Yuddy Renaldi,https://www.bankbjb.co.id,658.0,False,False,False,False,False,1029.84496124031,155.31914893617022
261,262,synnex-thailand,Nhà bán buôn: Điện tử và Thiết bị Văn phòng,Bangkok,Thái Lan,1050.5,-6.0,14.8,-36.8,402.0,True,Bán buôn,861.0,Sutida Mongkolsuthree,https://www.synnex.co.th,267.0,True,False,False,False,False,1117.5531914893618,23.417721518987342
262,263,thanh-thanh-cong-bien-hoa,Sản xuất thực phẩm,Tân Châu,Việt Nam,1044.4,30.4,22.7,-40.7,1270.0,True,"Thực phẩm, Đồ uống & Thuốc lá",2452.0,Nguyen Thanh Ngu,https://www.ttcsugar.com.vn,319.0,False,False,False,False,False,800.9202453987731,38.27993254637437
263,264,sapura-energy,"Thiết bị Dầu khí, Dịch vụ",Seri Kembangan,Malaysia,1033.8,4.7,-717.2,67.1,2980.0,False,Năng lượng,2439.0,Mohd Anuar Taib,https://www.sapuraenergy.com,173.0,False,False,False,False,False,987.3925501432665,-429.2040694195093
264,265,ijm,Kỹ thuật & Xây dựng,Petaling Jaya,Malaysia,1028.7,-2.6,35.6,-81.3,4651.0,True,Kỹ thuật & Xây dựng,3289.0,Lee Chun Fai,https://www.ijm.com,1780.0,False,False,False,False,False,1056.1601642710473,190.37433155080208
265,266,mnc-asia-holding,Giải trí,Jakarta,Indonesia,1028.6,-15.7,20.1,-59.1,4573.0,True,Truyền thông,11423.0,Hary Tanoesoedibjo,https://www.mncgroup.com,258.0,False,False,False,False,False,1220.1660735468563,49.1442542787286
266,267,security-bank,Ngân hàng Thương mại,Thành phố Makati,Philippines,1027.9,18.9,163.8,-15.7,15734.0,True,Tài chính,8189.0,Sanjiv Vohra,https://www.securitybank.com,931.0,False,False,False,False,False,864.5079899074854,194.30604982206407
267,268,vs-industry,"Điện tử, Thiết bị Điện",Senai,Malaysia,1024.1,11.0,39.8,-1.2,897.0,True,Công nghiệp,11755.0,Gan Sem Yam,https://www.vs-i.com,729.0,False,False,False,False,False,922.6126126126125,40.283400809716596
268,269,sheng-siong-group,Thương gia Tổng hợp,Singapore,Singapore,1018.7,4.8,99.5,3.2,630.0,True,Bán lẻ,3422.0,Lim Hock Chee,https://www.shengsiong.com.sg,1709.0,False,False,False,False,False,972.0419847328244,96.41472868217053
269,270,bumitama-agri,Sản xuất thực phẩm,Jakarta Selatan,Indonesia,1014.3,-5.0,160.9,-15.6,1249.0,True,"Thực phẩm, Đồ uống & Thuốc lá",32831.0,Lim Gunawan Hariyanto,https://www.bumitama-agri.com,890.0,False,False,False,False,False,1067.6842105263158,190.6398104265403
270,271,tunas-baru-lampung,Sản xuất thực phẩm,Jakarta,Indonesia,1006.1,-10.0,40.2,-25.6,1681.0,True,"Thực phẩm, Đồ uống & Thuốc lá",2835.0,Widarto,https://www.tunasbarulampung.com,230.0,False,False,False,False,False,1117.888888888889,54.032258064516135
271,272,agc-vinythai,Hóa chất,Mueang Rayong,Thái Lan,1002.6,-27.7,99.7,-54.7,1486.0,True,Vật liệu,1195.0,Tomotaka Yoshikawa,https://www.agcvinythai.com/,953.0,False,False,False,False,False,1386.7219917012446,220.08830022075057
272,273,sinarmas-land,Bất động sản,Singapore,Singapore,999.0,10.7,203.0,-18.6,6014.0,True,Dịch vụ kinh doanh,4040.0,Muktar Widjaja,https://www.sinarmasland.com,480.0,False,False,False,False,False,902.439024390244,249.3857493857494
273,274,bank-islam-malaysia,Ngân hàng Thương mại,Kuala Lumpur,Malaysia,994.1,22.0,121.4,8.4,19817.0,True,Tài chính,4908.0,Mohd Muazzam Mohamed,https://www.bankislam.com,1217.0,False,False,False,False,False,814.8360655737705,111.99261992619925
274,275,thai-vegetable-oil,Sản xuất thực phẩm,Bangkok,Thái Lan,983.2,-12.1,21.1,-54.3,381.0,True,"Thực phẩm, Đồ uống & Thuốc lá",1214.0,Pachai Chanpitaksa,https://www.tvothai.com,475.0,False,False,False,False,False,1118.5437997724687,46.1706783369803
275,276,first-resources,Sản xuất thực phẩm,Singapore,Singapore,980.6,-20.0,145.4,-55.3,1775.0,True,"Thực phẩm, Đồ uống & Thuốc lá",27761.0,Ciliandra Fangiono,https://www.first-resources.com,1608.0,False,False,False,False,False,1225.75,325.2796420581655
276,277,affin-bank,Ngân hàng Thương mại,Kuala Lumpur,Malaysia,978.8,25.3,88.3,-67.1,22930.0,True,Tài chính,5485.0,Wan Razly Abdullah,https://www.affinbank.com.my,1255.0,False,False,False,False,False,781.1652035115721,268.38905775075983
277,278,vietnam-maritime-bank-(msb),Ngân hàng Thương mại,Hà Nội,Việt Nam,972.0,31.4,195.0,-1.3,11006.0,True,Tài chính,6308.0,N/A,N/A,2818.0,False,False,False,False,False,739.7260273972603,197.56838905775075
278,279,goto,Dịch vụ Internet và Bán lẻ,Jakarta,Indonesia,971.2,26.9,-5937.5,-122.5,3514.0,False,Vận tải,7522.0,Sugito Walujo,https://www.gotocompany.com,4173.0,False,False,True,False,False,765.3270291568165,26388.88888888888
279,280,susco,"Thiết bị Dầu khí, Dịch vụ",Bangkok,Thái Lan,969.2,0.3,35.3,192.5,286.0,True,Năng lượng,2517.0,Chairit Simaroj,https://www.susco.co.th,108.0,False,False,False,False,False,966.3010967098705,12.068376068376068
280,281,vietnam-southern-food,Sản xuất thực phẩm,Thành phố Hồ Chí Minh,Việt Nam,966.9,30.6,1.0,348.7,257.0,True,"Thực phẩm, Đồ uống & Thuốc lá",1398.0,Tran Tan Duc,https://www.vinafood2.com.vn,632.0,False,False,False,False,False,740.3522205206738,0.22286605749944283
281,282,global-digital-niaga,Dịch vụ Internet và Bán lẻ,Kudus,Indonesia,966.7,-6.1,-239.2,35.6,834.0,False,Công nghệ,2075.0,Kusumo Martanto,https://www.blibli.com,3585.0,False,False,False,False,False,1029.4994675186367,-176.40117994100294
282,283,sp-setia,Bất động sản,Shah Alam,Malaysia,959.9,-5.4,116.8,176.4,6319.0,True,Dịch vụ kinh doanh,1852.0,Choong Kai Wai,https://www.spsetia.com/en-us/,1416.0,False,False,False,False,False,1014.693446088795,42.25759768451519
283,284,mr-diy-group,Nhà bán lẻ Chuyên ngành: Khác,Seri Kembangan,Malaysia,956.7,5.4,123.1,14.2,774.0,True,Bán lẻ,18000.0,Adrian Chu Jin Ong,https://www.mrdiy.com,3091.0,False,False,False,False,False,907.685009487666,107.79334500875657
284,285,metrod-holdings,"Điện tử, Thiết bị Điện.",Klang,Malaysia,956.3,1.3,2.6,-33.2,400.0,True,Công nghiệp,985.0,Rajan Mittal,https://www.metrod.com,38.0,False,False,False,False,False,944.0276406712735,3.892215568862276
285,286,synergy-grid-&-development,Tiện ích: Khí đốt và Điện,Pasig,Philippines,953.4,-16.2,191.5,-30.7,8416.0,True,Năng lượng,10.0,N/A,N/A,2473.0,False,False,False,False,False,1137.708830548926,276.33477633477634
286,287,seabank,Ngân hàng Thương mại,Hà Nội,Việt Nam,951.3,18.9,155.9,-12.1,9643.0,True,Tài chính,5158.0,Le Quoc Long,https://www.seabank.com.vn/,2167.0,False,False,False,False,False,800.0841042893187,177.36063708759954
287,288,siam-global-house,Nhà bán lẻ Chuyên ngành: Khác,Mueang Roi Et,Thái Lan,949.3,-7.8,77.0,-23.2,1137.0,True,Bán lẻ,10985.0,Witoon Suriyawanakun,https://globalhouse.co.th/,2273.0,False,False,False,False,False,1029.6095444685466,100.26041666666667
288,289,paninvest,"Bảo hiểm: Nhân thọ, Sức khỏe (Tương hỗ)",Jakarta,Indonesia,946.6,-6.4,13.1,-89.5,15349.0,True,Chăm sóc sức khỏe,11162.0,Paulus Indra Intan,https://www.paninvest.co.id,216.0,False,False,False,False,False,1011.3247863247864,124.76190476190477
289,290,tigaraksa-satria,Nhà bán buôn: Thực phẩm và Tạp hóa,Jakarta,Indonesia,933.4,6.6,30.0,-6.9,297.0,True,Bán buôn,2072.0,Lianne Widjaja,https://www.tigaraksa.co.id,375.0,True,False,False,False,False,875.6097560975609,32.223415682062296
290,291,vietnam-rubber-group,Sản phẩm từ Rừng và Giấy,Thành phố Hồ Chí Minh,Việt Nam,929.4,-14.5,110.1,-33.7,3218.0,True,Vật liệu,83000.0,Le Thanh Hung,https://vnrubbergroup.com,3289.0,False,False,False,False,False,1087.017543859649,166.06334841628959
291,292,harum-energy,"Khai thác, Sản xuất Dầu thô",Jakarta,Indonesia,925.5,2.3,151.0,-49.9,1633.0,True,Vật liệu,785.0,Ray Antonio Gunara,https://www.harumenergy.com,1158.0,False,False,False,False,False,904.692082111437,301.3972055888224
292,293,prima-andalan-mandiri,"Khai thác, Sản xuất Dầu thô",Jakarta,Indonesia,917.1,-13.9,227.8,-35.3,745.0,True,Vật liệu,2065.0,Handy Glivirgo,https://www.mandiricoal.co.id,,False,False,False,False,False,1065.1567944250871,352.08655332302936
293,294,supalai,Nhà xây dựng,Bangkok,Thái Lan,914.9,-9.9,172.2,-26.4,2507.0,True,Dịch vụ kinh doanh,1439.0,Prateep Tangmatitham,https://www.supalai.com,1043.0,False,False,False,False,False,1015.4273029966703,233.9673913043478
294,295,mitra-pinasthika-mustika,"Bán lẻ Ô tô, Dịch vụ",Jakarta,Indonesia,910.3,5.9,34.5,-22.7,559.0,True,Xe cộ & Phụ tùng,1586.0,Suwito Mawarwati,https://www.mpmgroup.co.id,278.0,False,False,False,False,False,859.5845136921624,44.63130659767141
295,296,energy-absolute,Năng lượng,Bangkok,Thái Lan,908.6,15.3,218.7,0.5,3325.0,True,Năng lượng,257.0,Somphote Ahunai,https://www.energyabsolute.co.th,3080.0,False,False,False,False,False,788.031222896791,217.61194029850748
296,297,dohome,Nhà bán lẻ Chuyên ngành: Khác,Ubon Ratchathani,Thái Lan,907.9,0.6,16.8,-24.0,989.0,True,Bán lẻ,7636.0,Adisak Tangmitrphracha,https://www.dohome.co.th,941.0,False,False,False,False,False,902.4850894632207,22.105263157894736
297,298,scientex,Hóa chất,Shah Alam,Malaysia,906.2,-3.5,97.4,0.9,1221.0,True,Vật liệu,3990.0,Lim Peng Jin,https://www.scientex.com.my,1366.0,False,False,False,False,False,939.0673575129534,96.53121902874135
298,299,tipco-asphalt,Hóa chất,Bangkok,Thái Lan,901.5,-6.6,66.3,-2.1,689.0,True,Vật liệu,2030.0,Chaiwat Srivalwat,https://www.tipcoasphalt.com,681.0,False,False,False,False,False,965.2034261241971,67.72216547497446
299,300,nam-a-bank,Ngân hàng Thương mại,Thành phố Hồ Chí Minh,Việt Nam,883.9,48.0,110.1,42.3,8652.0,True,Tài chính,5322.0,Tran Khai Hoan,https://www.namabank.com.vn,,False,False,False,False,False,597.2297297297297,77.37174982431482
300,301,singapore-exchange,Dịch vụ Dữ liệu Tài chính,Singapore,Singapore,875.7,8.3,418.6,26.1,2796.0,True,Tài chính,1205.0,Loh Boon Chye,https://www.sgx.com,7340.0,False,False,False,False,False,808.5872576177286,331.9587628865979
301,302,saigon-general-service,"Bán lẻ Ô tô, Dịch vụ",Thành phố Hồ Chí Minh,Việt Nam,874.8,-4.0,1.2,-91.6,296.0,True,Bán lẻ,4529.0,Ho Viet Ha,https://savico.com.vn,68.0,False,False,False,False,False,911.25,14.285714285714272
302,303,aapico-hitech,Xe cộ & Phụ tùng,Ayutthaya,Thái Lan,873.8,7.7,46.3,-11.3,736.0,True,Xe cộ & Phụ tùng,5900.0,Yeap Swee Chuan,https://www.aapico.com,206.0,False,False,False,False,False,811.3277623026927,52.19842164599774
303,304,land-and-houses,Bất động sản,Bangkok,Thái Lan,867.5,-14.2,215.1,-9.6,3840.0,True,Dịch vụ kinh doanh,724.0,Shih Jiing-Fuh,https://www.lh.co.th,2401.0,False,False,False,False,False,1011.0722610722611,237.94247787610618
304,305,astro-malaysia-holdings,Giải trí,Kuala Lumpur,Malaysia,863.2,-14.1,58.8,-47.0,1337.0,True,Truyền thông,3460.0,Euan Smith,https://www.astro.com.my,334.0,False,False,False,False,False,1004.8894062863795,110.94339622641509
305,306,tempo-scan-pacific,Dược phẩm,Jakarta,Indonesia,861.8,4.3,77.3,14.5,735.0,True,Chăm sóc sức khỏe,4540.0,I Made Dharma Wijaya,https://www.temposcangroup.com,539.0,False,False,False,False,False,826.2703739213806,67.51091703056768
306,307,bloomberry-resorts,"Khách sạn, Sòng bạc, Khu nghỉ dưỡng",Thành phố Paranaque,Philippines,861.6,20.7,171.4,80.1,2892.0,True,"Khách sạn, Nhà hàng & Giải trí",6772.0,Enrique Klar Razon Jr,https://www.bloomberry.ph,2060.0,False,False,False,False,False,713.8359569179785,95.16935036091061
307,308,aurora-design,Nhà bán lẻ Chuyên ngành: Khác,Bangkok,Thái Lan,859.1,1.5,24.4,20.6,390.0,True,Bán lẻ,2059.0,Aniwat Srirungthum,https://www.aurora.co.th,486.0,False,False,False,False,False,846.4039408866996,20.23217247097844
308,309,sino-thai-engineering,Kỹ thuật & Xây dựng,Bangkok,Thái Lan,858.1,-1.9,15.2,-38.2,1381.0,True,Kỹ thuật & Xây dựng,1593.0,Pakpoom Srichamni,https://www.stecon.co.th,440.0,False,False,False,False,False,874.7196738022426,24.595469255663428
